Number of processes =8
2 x_5355 = 8026
5 x_12854 = 1093
5 x_12855 = 3501
5 x_12856 = 187
6 x_15360 = 2680
6 x_15361 = 6774
6 x_15362 = 1155
3 x_7856 = 8296
3 x_7857 = 2023
3 x_7858 = 947
4 x_10335 = 1608
4 x_10336 = 4074
4 x_10337 = 2906
4 x_10338 = 5895
1 x_2858 = 7408
1 x_2859 = 6131
1 x_2860 = 5087
1 x_2861 = 3423
7 x_17861 = 4405
7 x_17862 = 5912
7 x_17863 = 6225
7 x_17864 = 8565
7 x_17865 = 2735
2 x_5356 = 1274
2 x_5357 = 957
2 x_5358 = 7710
2 x_5359 = 8064
5 x_12857 = 6943
5 x_12858 = 7408
5 x_12859 = 6131
6 x_15363 = 5795
6 x_15364 = 1896
6 x_15365 = 5489
6 x_15366 = 9056
6 x_15367 = 2420
3 x_7859 = 7340
3 x_7860 = 3615
3 x_7861 = 4405
4 x_10339 = 5596
4 x_10340 = 3774
4 x_10341 = 1047
1 x_2862 = 6542
1 x_2863 = 1812
1 x_2864 = 2381
7 x_17866 = 8809
7 x_17867 = 2522
7 x_17868 = 928
7 x_17869 = 6637
2 x_5360 = 2680
2 x_5361 = 6774
2 x_5362 = 1155
5 x_12860 = 5087
5 x_12861 = 3423
5 x_12862 = 6542
6 x_15368 = 6395
6 x_15369 = 5614
6 x_15370 = 4440
6 x_15371 = 7207
3 x_7862 = 5912
3 x_7863 = 6225
3 x_7864 = 8565
3 x_7865 = 2735
4 x_10342 = 1799
4 x_10343 = 1900
4 x_10344 = 5637
3 x_7866 = 8809
3 x_7867 = 2522
3 x_7868 = 928
3 x_7869 = 6637
4 x_10345 = 5291
4 x_10346 = 1730
4 x_10347 = 8588
4 x_10348 = 3586
4 x_10349 = 3332
1 x_2865 = 4952
1 x_2866 = 7669
1 x_2867 = 6547
7 x_17870 = 5327
7 x_17871 = 3062
7 x_17872 = 2426
2 x_5363 = 5795
2 x_5364 = 1896
2 x_5365 = 5489
5 x_12863 = 1812
5 x_12864 = 2381
5 x_12865 = 4952
6 x_15372 = 7935
6 x_15373 = 7148
6 x_15374 = 5752
1 x_2868 = 1997
1 x_2869 = 9226
1 x_2870 = 8710
7 x_17873 = 6617
7 x_17874 = 4587
7 x_17875 = 3405
2 x_5366 = 9056
2 x_5367 = 2420
2 x_5368 = 6395
2 x_5369 = 5614
2 x_5370 = 4440
5 x_12866 = 7669
5 x_12867 = 6547
5 x_12868 = 1997
5 x_12869 = 9226
5 x_12870 = 8710
6 x_15375 = 305
6 x_15376 = 2068
6 x_15377 = 2612
3 x_7870 = 5327
3 x_7871 = 3062
3 x_7872 = 2426
3 x_7873 = 6617
4 x_10350 = 3175
4 x_10351 = 6607
4 x_10352 = 4217
2 x_5371 = 7207
2 x_5372 = 7935
2 x_5373 = 7148
5 x_12871 = 8100
5 x_12872 = 4012
5 x_12873 = 612
6 x_15378 = 4258
6 x_15379 = 473
6 x_15380 = 8284
3 x_7874 = 4587
3 x_7875 = 3405
3 x_7876 = 5876
4 x_10353 = 8197
4 x_10354 = 7601
4 x_10355 = 4031
1 x_2871 = 8100
1 x_2872 = 4012
1 x_2873 = 612
1 x_2874 = 4186
7 x_17876 = 5876
7 x_17877 = 4893
7 x_17878 = 5486
1 x_2875 = 7050
1 x_2876 = 2126
1 x_2877 = 4758
7 x_17879 = 8945
7 x_17880 = 7554
7 x_17881 = 2292
2 x_5374 = 5752
2 x_5375 = 305
2 x_5376 = 2068
5 x_12874 = 4186
5 x_12875 = 7050
5 x_12876 = 2126
6 x_15381 = 1579
6 x_15382 = 3001
6 x_15383 = 169
3 x_7877 = 4893
3 x_7878 = 5486
3 x_7879 = 8945
3 x_7880 = 7554
3 x_7881 = 2292
4 x_10356 = 1315
4 x_10357 = 2474
4 x_10358 = 8393
4 x_10359 = 5612
4 x_10360 = 4366
1 x_2878 = 491
1 x_2879 = 8950
1 x_2880 = 7739
1 x_2881 = 9137
1 x_2882 = 5417
7 x_17882 = 1659
7 x_17883 = 5961
7 x_17884 = 8038
2 x_5377 = 2612
2 x_5378 = 4258
2 x_5379 = 473
5 x_12877 = 4758
5 x_12878 = 491
5 x_12879 = 8950
5 x_12880 = 7739
6 x_15384 = 6277
6 x_15385 = 1248
6 x_15386 = 9236
6 x_15387 = 9080
3 x_7882 = 1659
3 x_7883 = 5961
3 x_7884 = 8038
4 x_10361 = 4469
4 x_10362 = 8280
4 x_10363 = 1431
6 x_15388 = 3308
6 x_15389 = 2287
6 x_15390 = 1474
3 x_7885 = 1718
3 x_7886 = 8144
3 x_7887 = 5640
4 x_10364 = 6766
4 x_10365 = 859
4 x_10366 = 4084
1 x_2883 = 6392
1 x_2884 = 5503
1 x_2885 = 333
7 x_17885 = 1718
7 x_17886 = 8144
7 x_17887 = 5640
7 x_17888 = 5402
2 x_5380 = 8284
2 x_5381 = 1579
2 x_5382 = 3001
5 x_12881 = 9137
5 x_12882 = 5417
5 x_12883 = 6392
1 x_2886 = 3104
1 x_2887 = 3980
1 x_2888 = 8669
7 x_17889 = 5837
7 x_17890 = 3450
7 x_17891 = 7541
2 x_5383 = 169
2 x_5384 = 6277
2 x_5385 = 1248
5 x_12884 = 5503
5 x_12885 = 333
5 x_12886 = 3104
6 x_15391 = 8357
6 x_15392 = 4280
6 x_15393 = 1287
6 x_15394 = 1438
6 x_15395 = 7025
3 x_7888 = 5402
3 x_7889 = 5837
3 x_7890 = 3450
4 x_10367 = 3276
4 x_10368 = 1103
4 x_10369 = 3871
1 x_2889 = 6583
1 x_2890 = 3329
1 x_2891 = 3064
1 x_2892 = 2500
7 x_17892 = 1811
7 x_17893 = 2344
7 x_17894 = 3583
2 x_5386 = 9236
2 x_5387 = 9080
2 x_5388 = 3308
2 x_5389 = 2287
5 x_12887 = 3980
5 x_12888 = 8669
5 x_12889 = 6583
6 x_15396 = 1201
6 x_15397 = 7497
6 x_15398 = 183
6 x_15399 = 6795
3 x_7891 = 7541
3 x_7892 = 1811
3 x_7893 = 2344
3 x_7894 = 3583
4 x_10370 = 4636
4 x_10371 = 5218
1 x_2893 = 114
1 x_2894 = 4242
1 x_2895 = 9122
1 x_2896 = 4862
7 x_17895 = 3221
7 x_17896 = 8309
7 x_17897 = 2504
2 x_5390 = 1474
2 x_5391 = 8357
2 x_5392 = 4280
5 x_12890 = 3329
5 x_12891 = 3064
5 x_12892 = 2500
6 x_15400 = 1932
6 x_15401 = 6821
6 x_15402 = 2894
3 x_7895 = 3221
3 x_7896 = 8309
3 x_7897 = 2504
3 x_7898 = 262
3 x_7899 = 477
4 x_10372 = 8270
4 x_10373 = 1061
4 x_10374 = 2317
4 x_10375 = 2584
4 x_10376 = 3222
4 x_10377 = 8346
7 x_17898 = 262
7 x_17899 = 477
7 x_17900 = 8432
2 x_5393 = 1287
2 x_5394 = 1438
2 x_5395 = 7025
5 x_12893 = 114
5 x_12894 = 4242
5 x_12895 = 9122
6 x_15403 = 5451
6 x_15404 = 7650
6 x_15405 = 5844
3 x_7900 = 8432
3 x_7901 = 7055
3 x_7902 = 2311
4 x_10378 = 3873
4 x_10379 = 4710
4 x_10380 = 7956
1 x_2897 = 4339
1 x_2898 = 3470
1 x_2899 = 8281
1 x_2900 = 1468
5 x_12896 = 4862
5 x_12897 = 4339
5 x_12898 = 3470
5 x_12899 = 8281
6 x_15406 = 3709
6 x_15407 = 7883
6 x_15408 = 5224
3 x_7903 = 2362
3 x_7904 = 4249
3 x_7905 = 140
4 x_10381 = 7925
4 x_10382 = 6778
4 x_10383 = 1303
1 x_2901 = 8135
1 x_2902 = 5307
1 x_2903 = 2322
7 x_17901 = 7055
7 x_17902 = 2311
2 x_5396 = 1201
2 x_5397 = 7497
2 x_5398 = 183
3 x_7906 = 5204
3 x_7907 = 7752
3 x_7908 = 377
4 x_10384 = 2030
4 x_10385 = 1206
4 x_10386 = 7682
1 x_2904 = 2769
1 x_2905 = 826
1 x_2906 = 2863
7 x_17903 = 2362
7 x_17904 = 4249
7 x_17905 = 140
2 x_5399 = 6795
2 x_5400 = 1932
2 x_5401 = 6821
2 x_5402 = 2894
2 x_5403 = 5451
2 x_5404 = 7650
5 x_12900 = 1468
5 x_12901 = 8135
5 x_12902 = 5307
5 x_12903 = 2322
5 x_12904 = 2769
6 x_15409 = 8492
6 x_15410 = 34
6 x_15411 = 1282
6 x_15412 = 1253
6 x_15413 = 180
1 x_2907 = 4304
1 x_2908 = 2175
1 x_2909 = 6571
1 x_2910 = 2885
7 x_17906 = 5204
7 x_17907 = 7752
7 x_17908 = 377
7 x_17909 = 4732
7 x_17910 = 8770
7 x_17911 = 1079
2 x_5405 = 5844
2 x_5406 = 3709
2 x_5407 = 7883
5 x_12905 = 826
5 x_12906 = 2863
5 x_12907 = 4304
6 x_15414 = 6684
6 x_15415 = 7066
6 x_15416 = 2718
3 x_7909 = 4732
3 x_7910 = 8770
3 x_7911 = 1079
4 x_10387 = 7028
4 x_10388 = 1312
4 x_10389 = 2363
1 x_2911 = 5118
1 x_2912 = 4570
1 x_2913 = 2776
7 x_17912 = 2983
7 x_17913 = 8744
7 x_17914 = 117
2 x_5408 = 5224
2 x_5409 = 8492
2 x_5410 = 34
5 x_12908 = 2175
5 x_12909 = 6571
5 x_12910 = 2885
6 x_15417 = 8180
6 x_15418 = 6972
6 x_15419 = 8481
3 x_7912 = 2983
3 x_7913 = 8744
3 x_7914 = 117
3 x_7915 = 4353
3 x_7916 = 3988
4 x_10390 = 4286
4 x_10391 = 1509
4 x_10392 = 411
3 x_7917 = 8965
3 x_7918 = 8294
3 x_7919 = 1949
3 x_7920 = 7450
4 x_10393 = 5990
4 x_10394 = 9111
4 x_10395 = 4455
1 x_2914 = 1085
1 x_2915 = 3205
1 x_2916 = 7717
1 x_2917 = 8323
1 x_2918 = 3022
7 x_17915 = 4353
7 x_17916 = 3988
7 x_17917 = 8965
2 x_5411 = 1282
2 x_5412 = 1253
2 x_5413 = 180
5 x_12911 = 5118
5 x_12912 = 4570
5 x_12913 = 2776
6 x_15420 = 8868
6 x_15421 = 4705
6 x_15422 = 7771
2 x_5414 = 6684
2 x_5415 = 7066
2 x_5416 = 2718
5 x_12914 = 1085
5 x_12915 = 3205
5 x_12916 = 7717
6 x_15423 = 1080
6 x_15424 = 3020
6 x_15425 = 872
6 x_15426 = 4565
3 x_7921 = 7685
3 x_7922 = 7139
3 x_7923 = 5419
4 x_10396 = 7762
4 x_10397 = 747
4 x_10398 = 9181
1 x_2919 = 946
1 x_2920 = 7303
1 x_2921 = 2246
7 x_17918 = 8294
7 x_17919 = 1949
7 x_17920 = 7450
1 x_2922 = 9198
1 x_2923 = 7674
1 x_2924 = 6732
7 x_17921 = 7685
7 x_17922 = 7139
7 x_17923 = 5419
7 x_17924 = 6466
2 x_5417 = 8180
2 x_5418 = 6972
2 x_5419 = 8481
2 x_5420 = 8868
5 x_12917 = 8323
5 x_12918 = 3022
5 x_12919 = 946
6 x_15427 = 2591
6 x_15428 = 3481
6 x_15429 = 8688
3 x_7924 = 6466
3 x_7925 = 8241
3 x_7926 = 9229
4 x_10399 = 7045
4 x_10400 = 1941
4 x_10401 = 7154
1 x_2925 = 8842
1 x_2926 = 3743
1 x_2927 = 9141
1 x_2928 = 5565
7 x_17925 = 8241
7 x_17926 = 9229
7 x_17927 = 8821
2 x_5421 = 4705
2 x_5422 = 7771
2 x_5423 = 1080
2 x_5424 = 3020
2 x_5425 = 872
5 x_12920 = 7303
5 x_12921 = 2246
5 x_12922 = 9198
5 x_12923 = 7674
6 x_15430 = 7286
6 x_15431 = 1617
6 x_15432 = 4407
3 x_7927 = 8821
3 x_7928 = 2966
3 x_7929 = 8115
4 x_10402 = 5974
4 x_10403 = 8519
4 x_10404 = 1033
1 x_2929 = 2627
1 x_2930 = 4813
1 x_2931 = 2526
7 x_17928 = 2966
7 x_17929 = 8115
7 x_17930 = 4567
2 x_5426 = 4565
2 x_5427 = 2591
2 x_5428 = 3481
5 x_12924 = 6732
5 x_12925 = 8842
5 x_12926 = 3743
6 x_15433 = 5986
6 x_15434 = 8963
6 x_15435 = 8220
6 x_15436 = 8452
3 x_7930 = 4567
3 x_7931 = 2665
3 x_7932 = 6219
3 x_7933 = 8343
3 x_7934 = 3762
4 x_10405 = 1281
4 x_10406 = 1216
4 x_10407 = 8052
1 x_2932 = 1076
1 x_2933 = 2872
1 x_2934 = 4637
7 x_17931 = 2665
7 x_17932 = 6219
7 x_17933 = 8343
2 x_5429 = 8688
2 x_5430 = 7286
2 x_5431 = 1617
5 x_12927 = 9141
5 x_12928 = 5565
6 x_15437 = 7795
6 x_15438 = 1968
6 x_15439 = 8153
3 x_7935 = 603
3 x_7936 = 3853
3 x_7937 = 3970
4 x_10408 = 2236
4 x_10409 = 8828
4 x_10410 = 3225
4 x_10411 = 8457
4 x_10412 = 7980
4 x_10413 = 8813
1 x_2935 = 5255
1 x_2936 = 398
1 x_2937 = 5509
1 x_2938 = 555
7 x_17934 = 3762
7 x_17935 = 603
7 x_17936 = 3853
2 x_5432 = 4407
2 x_5433 = 5986
2 x_5434 = 8963
5 x_12929 = 2627
5 x_12930 = 4813
6 x_15440 = 5973
6 x_15441 = 8482
6 x_15442 = 8905
6 x_15443 = 6074
3 x_7938 = 8299
3 x_7939 = 2134
3 x_7940 = 5054
3 x_7941 = 2202
3 x_7942 = 7570
3 x_7943 = 2884
3 x_7944 = 5081
4 x_10414 = 2670
4 x_10415 = 6404
4 x_10416 = 5947
4 x_10417 = 7520
1 x_2939 = 2077
1 x_2940 = 2945
1 x_2941 = 7338
7 x_17937 = 3970
7 x_17938 = 8299
7 x_17939 = 2134
7 x_17940 = 5054
2 x_5435 = 8220
2 x_5436 = 8452
2 x_5437 = 7795
5 x_12931 = 2526
5 x_12932 = 1076
5 x_12933 = 2872
6 x_15444 = 2978
6 x_15445 = 8559
1 x_2942 = 3541
1 x_2943 = 1667
1 x_2944 = 6257
1 x_2945 = 508
1 x_2946 = 338
7 x_17941 = 2202
7 x_17942 = 7570
7 x_17943 = 2884
2 x_5438 = 1968
2 x_5439 = 8153
2 x_5440 = 5973
5 x_12934 = 4637
5 x_12935 = 5255
5 x_12936 = 398
5 x_12937 = 5509
6 x_15446 = 2513
6 x_15447 = 595
6 x_15448 = 3557
3 x_7945 = 3201
3 x_7946 = 7569
3 x_7947 = 2847
4 x_10418 = 1034
4 x_10419 = 1318
4 x_10420 = 2585
1 x_2947 = 3289
1 x_2948 = 1584
1 x_2949 = 3186
7 x_17944 = 5081
7 x_17945 = 3201
7 x_17946 = 7569
2 x_5441 = 8482
2 x_5442 = 8905
2 x_5443 = 6074
2 x_5444 = 2978
2 x_5445 = 8559
5 x_12938 = 555
5 x_12939 = 2077
5 x_12940 = 2945
6 x_15449 = 2259
6 x_15450 = 438
6 x_15451 = 6989
6 x_15452 = 9110
6 x_15453 = 4418
3 x_7948 = 3712
3 x_7949 = 7994
3 x_7950 = 90
4 x_10421 = 3259
4 x_10422 = 474
4 x_10423 = 8321
1 x_2950 = 7014
1 x_2951 = 794
1 x_2952 = 1679
7 x_17947 = 2847
7 x_17948 = 3712
7 x_17949 = 7994
2 x_5446 = 2513
2 x_5447 = 595
2 x_5448 = 3557
5 x_12941 = 7338
5 x_12942 = 3541
5 x_12943 = 1667
6 x_15454 = 6393
6 x_15455 = 5540
6 x_15456 = 1702
3 x_7951 = 3354
3 x_7952 = 3989
3 x_7953 = 9002
3 x_7954 = 422
3 x_7955 = 6397
4 x_10424 = 2948
4 x_10425 = 7449
1 x_2953 = 6701
1 x_2954 = 7695
1 x_2955 = 7509
1 x_2956 = 627
7 x_17950 = 90
7 x_17951 = 3354
7 x_17952 = 3989
2 x_5449 = 2259
2 x_5450 = 438
2 x_5451 = 6989
5 x_12944 = 6257
5 x_12945 = 508
5 x_12946 = 338
6 x_15457 = 7552
6 x_15458 = 2218
6 x_15459 = 8162
3 x_7956 = 5688
3 x_7957 = 7178
3 x_7958 = 6862
4 x_10426 = 7648
4 x_10427 = 5770
1 x_2957 = 4741
1 x_2958 = 9103
1 x_2959 = 4159
7 x_17953 = 9002
7 x_17954 = 422
7 x_17955 = 6397
7 x_17956 = 5688
2 x_5452 = 9110
2 x_5453 = 4418
2 x_5454 = 6393
5 x_12947 = 3289
5 x_12948 = 1584
5 x_12949 = 3186
6 x_15460 = 6306
6 x_15461 = 2321
6 x_15462 = 2732
6 x_15463 = 8698
3 x_7959 = 4411
3 x_7960 = 6134
3 x_7961 = 5198
4 x_10428 = 971
4 x_10429 = 8228
1 x_2960 = 6051
1 x_2961 = 2127
1 x_2962 = 4795
7 x_17957 = 7178
7 x_17958 = 6862
7 x_17959 = 4411
2 x_5455 = 5540
2 x_5456 = 1702
2 x_5457 = 7552
2 x_5458 = 2218
5 x_12950 = 7014
5 x_12951 = 794
5 x_12952 = 1679
5 x_12953 = 6701
5 x_12954 = 7695
5 x_12955 = 7509
6 x_15464 = 7656
6 x_15465 = 6066
6 x_15466 = 2682
3 x_7962 = 7530
3 x_7963 = 1404
3 x_7964 = 5767
4 x_10430 = 8748
4 x_10431 = 265
4 x_10432 = 588
1 x_2963 = 1860
1 x_2964 = 4157
1 x_2965 = 5977
1 x_2966 = 8630
1 x_2967 = 5140
7 x_17960 = 6134
7 x_17961 = 5198
7 x_17962 = 7530
2 x_5459 = 8162
2 x_5460 = 6306
2 x_5461 = 2321
5 x_12956 = 627
5 x_12957 = 4741
5 x_12958 = 9103
6 x_15467 = 6848
6 x_15468 = 3893
6 x_15469 = 5450
3 x_7965 = 860
3 x_7966 = 4121
3 x_7967 = 4645
3 x_7968 = 5551
3 x_7969 = 2109
4 x_10433 = 3298
4 x_10434 = 1917
4 x_10435 = 6266
1 x_2968 = 5384
1 x_2969 = 5171
1 x_2970 = 6531
7 x_17963 = 1404
7 x_17964 = 5767
7 x_17965 = 860
7 x_17966 = 4121
7 x_17967 = 4645
7 x_17968 = 5551
2 x_5462 = 2732
2 x_5463 = 8698
2 x_5464 = 7656
5 x_12959 = 4159
5 x_12960 = 6051
5 x_12961 = 2127
6 x_15470 = 7613
6 x_15471 = 4475
6 x_15472 = 8502
3 x_7970 = 4129
3 x_7971 = 4941
3 x_7972 = 7262
4 x_10436 = 841
4 x_10437 = 3418
4 x_10438 = 6357
3 x_7973 = 729
3 x_7974 = 8515
3 x_7975 = 885
3 x_7976 = 5046
4 x_10439 = 4208
4 x_10440 = 7864
4 x_10441 = 4521
1 x_2971 = 1405
1 x_2972 = 5804
1 x_2973 = 2229
1 x_2974 = 8569
7 x_17969 = 2109
7 x_17970 = 4129
7 x_17971 = 4941
7 x_17972 = 7262
2 x_5465 = 6066
2 x_5466 = 2682
2 x_5467 = 6848
2 x_5468 = 3893
5 x_12962 = 4795
5 x_12963 = 1860
5 x_12964 = 4157
5 x_12965 = 5977
6 x_15473 = 404
6 x_15474 = 5731
6 x_15475 = 8769
1 x_2975 = 2883
1 x_2976 = 5044
1 x_2977 = 1832
7 x_17973 = 729
7 x_17974 = 8515
7 x_17975 = 885
2 x_5469 = 5450
2 x_5470 = 7613
2 x_5471 = 4475
2 x_5472 = 8502
2 x_5473 = 404
5 x_12966 = 8630
5 x_12967 = 5140
5 x_12968 = 5384
6 x_15476 = 1042
6 x_15477 = 1614
6 x_15478 = 4296
6 x_15479 = 1879
3 x_7977 = 1906
3 x_7978 = 5859
3 x_7979 = 4264
4 x_10442 = 963
4 x_10443 = 7932
4 x_10444 = 7037
1 x_2978 = 3121
1 x_2979 = 4609
1 x_2980 = 4219
7 x_17976 = 5046
7 x_17977 = 1906
7 x_17978 = 5859
2 x_5474 = 5731
2 x_5475 = 8769
2 x_5476 = 1042
5 x_12969 = 5171
5 x_12970 = 6531
5 x_12971 = 1405
6 x_15480 = 4860
6 x_15481 = 4265
6 x_15482 = 732
3 x_7980 = 695
3 x_7981 = 7257
3 x_7982 = 544
4 x_10445 = 1645
4 x_10446 = 5443
4 x_10447 = 7354
1 x_2981 = 8271
1 x_2982 = 1098
1 x_2983 = 3686
7 x_17979 = 4264
7 x_17980 = 695
7 x_17981 = 7257
7 x_17982 = 544
7 x_17983 = 1670
2 x_5477 = 1614
2 x_5478 = 4296
2 x_5479 = 1879
5 x_12972 = 5804
5 x_12973 = 2229
5 x_12974 = 8569
6 x_15483 = 8626
6 x_15484 = 4992
6 x_15485 = 9149
3 x_7983 = 1670
3 x_7984 = 6368
3 x_7985 = 4615
3 x_7986 = 4441
3 x_7987 = 7244
4 x_10448 = 4133
4 x_10449 = 5089
4 x_10450 = 3497
1 x_2984 = 7032
1 x_2985 = 1460
1 x_2986 = 7839
1 x_2987 = 3596
1 x_2988 = 3702
7 x_17984 = 6368
7 x_17985 = 4615
7 x_17986 = 4441
2 x_5480 = 4860
2 x_5481 = 4265
2 x_5482 = 732
5 x_12975 = 2883
5 x_12976 = 5044
5 x_12977 = 1832
6 x_15486 = 5861
6 x_15487 = 4338
6 x_15488 = 3433
3 x_7988 = 63
3 x_7989 = 2355
3 x_7990 = 3990
4 x_10451 = 39
4 x_10452 = 1467
4 x_10453 = 8098
1 x_2989 = 7624
1 x_2990 = 4882
1 x_2991 = 5079
1 x_2992 = 3127
7 x_17987 = 7244
7 x_17988 = 63
7 x_17989 = 2355
2 x_5483 = 8626
2 x_5484 = 4992
5 x_12978 = 3121
5 x_12979 = 4609
5 x_12980 = 4219
6 x_15489 = 6912
6 x_15490 = 6261
6 x_15491 = 656
3 x_7991 = 9039
3 x_7992 = 1791
3 x_7993 = 1604
4 x_10454 = 3938
4 x_10455 = 7115
4 x_10456 = 4531
4 x_10457 = 1333
4 x_10458 = 3140
4 x_10459 = 5312
1 x_2993 = 4831
1 x_2994 = 3192
1 x_2995 = 7236
7 x_17990 = 3990
7 x_17991 = 9039
7 x_17992 = 1791
2 x_5485 = 9149
2 x_5486 = 5861
5 x_12981 = 8271
5 x_12982 = 1098
5 x_12983 = 3686
6 x_15492 = 5814
6 x_15493 = 2599
6 x_15494 = 3777
6 x_15495 = 1158
3 x_7994 = 3926
3 x_7995 = 6671
3 x_7996 = 6585
3 x_7997 = 3403
1 x_2996 = 9008
1 x_2997 = 644
1 x_2998 = 5370
7 x_17993 = 1604
7 x_17994 = 3926
7 x_17995 = 6671
2 x_5487 = 4338
2 x_5488 = 3433
2 x_5489 = 6912
5 x_12984 = 7032
5 x_12985 = 1460
5 x_12986 = 7839
5 x_12987 = 3596
6 x_15496 = 5906
6 x_15497 = 6003
6 x_15498 = 351
3 x_7998 = 5802
3 x_7999 = 2155
3 x_8000 = 5831
4 x_10460 = 2507
4 x_10461 = 373
3 x_8001 = 3228
3 x_8002 = 8568
3 x_8003 = 2846
3 x_8004 = 3675
3 x_8005 = 6625
4 x_10462 = 4584
4 x_10463 = 3294
4 x_10464 = 1769
1 x_2999 = 4653
1 x_3000 = 5847
1 x_3001 = 3820
1 x_3002 = 2749
1 x_3003 = 86
7 x_17996 = 6585
7 x_17997 = 3403
7 x_17998 = 5802
7 x_17999 = 2155
2 x_5490 = 6261
2 x_5491 = 656
2 x_5492 = 5814
5 x_12988 = 3702
5 x_12989 = 7624
5 x_12990 = 4882
6 x_15499 = 3770
6 x_15500 = 899
6 x_15501 = 5564
4 x_10465 = 790
4 x_10466 = 1531
4 x_10467 = 1225
1 x_3004 = 3206
1 x_3005 = 7754
1 x_3006 = 451
1 x_3007 = 7470
7 x_18000 = 5831
7 x_18001 = 3228
7 x_18002 = 8568
2 x_5493 = 2599
2 x_5494 = 3777
2 x_5495 = 1158
5 x_12991 = 5079
5 x_12992 = 3127
5 x_12993 = 4831
6 x_15502 = 2590
6 x_15503 = 3444
6 x_15504 = 7319
3 x_8006 = 4883
3 x_8007 = 5116
3 x_8008 = 4496
3 x_8009 = 38
3 x_8010 = 1430
3 x_8011 = 6729
4 x_10468 = 8385
4 x_10469 = 5316
4 x_10470 = 2655
1 x_3008 = 8425
1 x_3009 = 6796
1 x_3010 = 1969
7 x_18003 = 2846
7 x_18004 = 3675
7 x_18005 = 6625
2 x_5496 = 5906
2 x_5497 = 6003
2 x_5498 = 351
2 x_5499 = 3770
2 x_5500 = 899
2 x_5501 = 5564
5 x_12994 = 3192
5 x_12995 = 7236
5 x_12996 = 9008
6 x_15505 = 2838
6 x_15506 = 3379
6 x_15507 = 4914
1 x_3011 = 8190
1 x_3012 = 7342
1 x_3013 = 3689
7 x_18006 = 4883
7 x_18007 = 5116
7 x_18008 = 4496
2 x_5502 = 2590
2 x_5503 = 3444
2 x_5504 = 7319
5 x_12997 = 644
5 x_12998 = 5370
5 x_12999 = 4653
6 x_15508 = 6263
6 x_15509 = 730
3 x_8012 = 8731
3 x_8013 = 8877
3 x_8014 = 5038
4 x_10471 = 5849
4 x_10472 = 3894
4 x_10473 = 5487
7 x_18009 = 38
7 x_18010 = 1430
7 x_18011 = 6729
7 x_18012 = 8731
2 x_5505 = 2838
2 x_5506 = 3379
2 x_5507 = 4914
5 x_13000 = 5847
5 x_13001 = 3820
5 x_13002 = 2749
6 x_15510 = 8552
6 x_15511 = 2254
3 x_8015 = 1610
3 x_8016 = 4148
3 x_8017 = 5644
3 x_8018 = 5550
4 x_10474 = 8982
4 x_10475 = 8923
4 x_10476 = 6740
1 x_3014 = 7143
1 x_3015 = 5567
1 x_3016 = 2701
4 x_10477 = 9138
4 x_10478 = 5454
4 x_10479 = 7761
1 x_3017 = 7551
1 x_3018 = 2181
1 x_3019 = 6793
1 x_3020 = 1858
7 x_18013 = 8877
7 x_18014 = 5038
7 x_18015 = 1610
2 x_5508 = 6263
2 x_5509 = 730
2 x_5510 = 8552
5 x_13003 = 86
5 x_13004 = 3206
5 x_13005 = 7754
6 x_15512 = 253
6 x_15513 = 144
6 x_15514 = 5352
3 x_8019 = 2072
3 x_8020 = 2760
3 x_8021 = 493
1 x_3021 = 4083
1 x_3022 = 3239
1 x_3023 = 8975
1 x_3024 = 8664
1 x_3025 = 6398
7 x_18016 = 4148
7 x_18017 = 5644
7 x_18018 = 5550
2 x_5511 = 2254
2 x_5512 = 253
2 x_5513 = 144
5 x_13006 = 451
5 x_13007 = 7470
5 x_13008 = 8425
5 x_13009 = 6796
6 x_15515 = 3987
6 x_15516 = 8928
3 x_8022 = 9024
3 x_8023 = 1236
3 x_8024 = 8792
4 x_10480 = 710
4 x_10481 = 7812
4 x_10482 = 2597
1 x_3026 = 5725
1 x_3027 = 8547
1 x_3028 = 2069
7 x_18019 = 2072
7 x_18020 = 2760
7 x_18021 = 493
2 x_5514 = 5352
2 x_5515 = 3987
2 x_5516 = 8928
2 x_5517 = 6925
2 x_5518 = 6742
2 x_5519 = 9212
5 x_13010 = 1969
5 x_13011 = 8190
5 x_13012 = 7342
6 x_15517 = 6925
6 x_15518 = 6742
3 x_8025 = 1893
3 x_8026 = 5378
3 x_8027 = 4949
3 x_8028 = 7558
3 x_8029 = 2440
4 x_10483 = 3703
4 x_10484 = 7661
4 x_10485 = 6251
1 x_3029 = 2649
1 x_3030 = 5627
1 x_3031 = 4921
7 x_18022 = 9024
7 x_18023 = 1236
7 x_18024 = 8792
2 x_5520 = 8192
2 x_5521 = 7416
2 x_5522 = 6427
5 x_13013 = 3689
5 x_13014 = 7143
5 x_13015 = 5567
5 x_13016 = 2701
5 x_13017 = 7551
6 x_15519 = 9212
6 x_15520 = 8192
6 x_15521 = 7416
6 x_15522 = 6427
3 x_8030 = 7135
3 x_8031 = 5271
3 x_8032 = 990
4 x_10486 = 286
4 x_10487 = 1365
4 x_10488 = 4324
1 x_3032 = 6522
1 x_3033 = 1072
1 x_3034 = 2724
7 x_18025 = 1893
7 x_18026 = 5378
7 x_18027 = 4949
7 x_18028 = 7558
2 x_5523 = 6798
2 x_5524 = 2043
2 x_5525 = 1687
5 x_13018 = 2181
